CustomerID	recency	frequency	monetary_value	Cancel	Promo	UK	CODE_POST	CODE_DISCOUNT	CODE_CARRIAGE	CODE_MANUAL	r_quartile	f_quartile	m_quartile	('Quantity', 'sum', 1)	('Quantity', 'sum', 2)	('Quantity', 'sum', 3)	('Quantity', 'sum', 4)	('Quantity', 'sum', 5)	('Quantity', 'sum', 6)	('Quantity', 'sum', 7)	('Quantity', 'sum', 8)	('Quantity', 'sum', 9)	('Quantity', 'sum', 10)	('Quantity', 'sum', 11)	('Quantity', 'sum', 12)	('Quantity', 'max', 1)	('Quantity', 'max', 2)	('Quantity', 'max', 3)	('Quantity', 'max', 4)	('Quantity', 'max', 5)	('Quantity', 'max', 6)	('Quantity', 'max', 7)	('Quantity', 'max', 8)	('Quantity', 'max', 9)	('Quantity', 'max', 10)	('Quantity', 'max', 11)	('Quantity', 'max', 12)	('Quantity', 'min', 1)	('Quantity', 'min', 2)	('Quantity', 'min', 3)	('Quantity', 'min', 4)	('Quantity', 'min', 5)	('Quantity', 'min', 6)	('Quantity', 'min', 7)	('Quantity', 'min', 8)	('Quantity', 'min', 9)	('Quantity', 'min', 10)	('Quantity', 'min', 11)	('Quantity', 'min', 12)	('TotalPrice', 'sum', 1)	('TotalPrice', 'sum', 2)	('TotalPrice', 'sum', 3)	('TotalPrice', 'sum', 4)	('TotalPrice', 'sum', 5)	('TotalPrice', 'sum', 6)	('TotalPrice', 'sum', 7)	('TotalPrice', 'sum', 8)	('TotalPrice', 'sum', 9)	('TotalPrice', 'sum', 10)	('TotalPrice', 'sum', 11)	('TotalPrice', 'sum', 12)	('TotalPrice', 'max', 1)	('TotalPrice', 'max', 2)	('TotalPrice', 'max', 3)	('TotalPrice', 'max', 4)	('TotalPrice', 'max', 5)	('TotalPrice', 'max', 6)	('TotalPrice', 'max', 7)	('TotalPrice', 'max', 8)	('TotalPrice', 'max', 9)	('TotalPrice', 'max', 10)	('TotalPrice', 'max', 11)	('TotalPrice', 'max', 12)	('TotalPrice', 'min', 1)	('TotalPrice', 'min', 2)	('TotalPrice', 'min', 3)	('TotalPrice', 'min', 4)	('TotalPrice', 'min', 5)	('TotalPrice', 'min', 6)	('TotalPrice', 'min', 7)	('TotalPrice', 'min', 8)	('TotalPrice', 'min', 9)	('TotalPrice', 'min', 10)	('TotalPrice', 'min', 11)	('TotalPrice', 'min', 12)	CustomerCategory
12357.0	33	131	6207.67	0	0	0	0	0	0	0	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6207.669999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.60000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.08	0.0	3
12358.0	1	19	1168.06	0	0	0	2	0	0	0	1	3	2	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	484.85999999999996	0.0	0.0	0.0	0.0	683.2	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	9.36	3
12359.0	7	254	6245.529999999999	6	0	0	0	0	0	0	1	1	1	144.0	465.0	0.0	-4.0	0.0	356.0	0.0	0.0	0.0	657.0	0.0	-6.0	20.0	25.0	0.0	-2.0	0.0	24.0	0.0	0.0	0.0	24.0	0.0	-1.0	1.0	1.0	0.0	-2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	-2.0	547.5	1838.9100000000005	0.0	-35.8	0.0	1109.3199999999997	0.0	0.0	0.0	2876.85	0.0	-91.25	125.0	290.0	0.0	-5.9	0.0	102.0	0.0	0.0	0.0	290.0	0.0	-4.95	8.4	6.959999999999999	0.0	-29.9	0.0	10.2	0.0	0.0	0.0	10.08	0.0	-42.5	3
12360.0	52	129	2662.06	0	0	0	3	0	0	0	3	1	1	0.0	0.0	0.0	0.0	434.0	0.0	0.0	240.0	0.0	491.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	12.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1083.58	0.0	0.0	534.7000000000002	0.0	1043.7799999999997	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	80.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	0.0	0.0	5.04	0.0	5.04	0.0	0.0	3
12361.0	287	10	189.89999999999998	0	0	0	1	0	0	0	4	4	4	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189.89999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5
12362.0	3	274	5154.58	8	0	0	10	0	0	0	1	1	1	0.0	227.0	0.0	275.0	0.0	0.0	144.0	332.0	267.0	543.0	203.0	221.0	0.0	12.0	0.0	36.0	0.0	0.0	24.0	28.0	36.0	24.0	36.0	16.0	0.0	-1.0	0.0	2.0	0.0	0.0	1.0	-6.0	2.0	1.0	-3.0	2.0	0.0	474.20000000000005	0.0	495.2400000000001	0.0	0.0	303.76000000000005	451.3499999999999	829.9900000000001	1641.9099999999996	429.09000000000003	529.04	0.0	45.0	0.0	45.0	0.0	0.0	30.0	45.0	60.0	60.0	60.0	54.0	0.0	-2.95	0.0	7.56	0.0	0.0	5.04	-11.7	5.04	6.959999999999999	-17.0	5.04	3
12363.0	109	23	552.0	0	0	0	0	0	0	0	3	3	3	0.0	0.0	0.0	282.0	0.0	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.1	0.0	0.0	0.0	252.90000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	69.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.200000000000001	0.0	0.0	0.0	17.4	0.0	0.0	0.0	0.0	5
12364.0	7	85	1313.1000000000001	0	0	0	4	0	0	0	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555.0	181.0	268.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	180.0	24.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	623.92	79.8	299.05999999999995	0.0	310.31999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	64.8	30.0	0.0	19.799999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.800000000000001	15.0	5.04	0.0	5.04	3
12365.0	291	23	320.68999999999994	1	0	0	0	0	0	2	4	3	3	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-320.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5
12367.0	4	11	168.89999999999998	0	0	0	1	0	0	0	1	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.9	5
12370.0	51	167	3545.6899999999996	0	0	0	1	0	0	0	3	1	1	0.0	0.0	1005.0	0.0	0.0	0.0	0.0	0.0	0.0	380.0	0.0	968.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	96.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	938.3900000000002	0.0	0.0	0.0	0.0	0.0	0.0	739.28	0.0	1868.02	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	88.5	0.0	163.2	0.0	0.0	7.800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	10.2	0.0	1.25	3
12371.0	44	63	1887.96	0	0	0	1	0	0	0	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1887.9600000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.68	0.0	0.0	3
12372.0	71	52	1298.0400000000002	0	0	0	3	0	0	0	3	2	2	0.0	224.0	0.0	0.0	368.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	25.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	399.22	0.0	0.0	515.7	0.0	0.0	0.0	383.12	0.0	0.0	0.0	0.0	47.7	0.0	0.0	70.80000000000001	0.0	0.0	0.0	59.4	0.0	0.0	0.0	0.0	10.08	0.0	0.0	10.5	0.0	0.0	0.0	11.7	0.0	0.0	0.0	3
12373.0	311	14	364.6	0	0	0	1	0	0	0	4	4	3	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5
12374.0	25	33	742.93	0	0	0	1	0	0	0	2	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	742.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	0.0	3
12375.0	2	18	455.42	1	0	0	2	0	0	0	1	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	91.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	30.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.30000000000004	0.0	227.20000000000002	-2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	62.400000000000006	-2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	20.8	-2.08	3
12377.0	315	77	1628.12	0	0	0	1	0	0	0	4	2	1	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	604.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	626.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1001.5199999999996	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.2	5.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04	5
12378.0	129	219	4008.62	0	0	0	0	0	0	0	3	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2529.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4008.6200000000013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.68	0.0	0.0	0.0	0.0	3
12379.0	81	41	850.29	1	0	0	2	0	0	0	3	3	2	0.0	0.0	0.0	0.0	0.0	211.0	-1.0	0.0	196.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	-1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	-1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	459.8399999999999	-1.95	0.0	392.40000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.19999999999999	-1.95	0.0	35.400000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	-1.95	0.0	8.5	0.0	0.0	0.0	5
12380.0	21	105	2720.56	1	0	0	4	0	0	0	2	1	1	0.0	0.0	0.0	0.0	0.0	293.0	0.0	0.0	290.0	228.0	315.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	24.0	36.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	-1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	607.5500000000001	0.0	0.0	626.0100000000001	446.61	1040.3899999999999	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	54.0	54.0	157.92000000000002	0.0	0.0	0.0	0.0	0.0	0.0	8.5	0.0	0.0	7.800000000000001	-4.25	14.75	0.0	3
12381.0	4	91	1803.96	4	0	0	5	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	543.0	0.0	2.0	146.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	1.0	24.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-12.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1227.3899999999999	0.0	10.5	419.05999999999995	147.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	240.0	0.0	6.0	80.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-15.0	0.0	4.5	6.64	12.75	3
12383.0	184	100	1839.3100000000002	1	0	0	5	0	0	0	4	2	1	587.0	0.0	91.0	77.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	754.0	144.0	0.0	12.0	12.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	100.0	-3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	639.9099999999999	0.0	357.06999999999994	142.16000000000003	0.0	99.45	0.0	0.0	0.0	0.0	0.0	600.72	60.0	0.0	72.0	19.9	0.0	34.0	0.0	0.0	0.0	0.0	0.0	47.400000000000006	-11.25	0.0	9.95	5.04	0.0	10.2	0.0	0.0	0.0	0.0	0.0	5.04	5
12384.0	28	30	566.16	3	0	0	2	0	0	0	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	-5.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	-1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.69	-19.11	0.0	292.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	-1.66	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.64	-9.95	0.0	12.48	0.0	5
12386.0	337	10	401.9	0	0	0	0	0	0	0	4	4	3	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	258.90000000000003	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.4	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.700000000000003	5
